caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_001,河南物流园区套餐定制,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,42769.0,,orchestration not applicable
power_trade_standard_v1_002,盘前电力交易简报,business_answer,SUCCESS,32.52,31.8,,9.0,,60.0,52697.0,,orchestration not applicable
power_trade_standard_v1_003,山东竞价空间数据,data_query,SUCCESS,18.6842,15.0,,2.0,,60.0,49129.0,,orchestration not applicable
power_trade_standard_v1_004,新建发电企业注册办理,business_answer,SUCCESS,39.483,41.4,,9.0,,59.4224,66498.0,,orchestration not applicable
power_trade_standard_v1_005,进口煤限制放开影响分析,scenario_analysis,SUCCESS,30.8,29.32,,9.0,,60.0,33570.0,,orchestration not applicable
power_trade_standard_v1_006,储能补贴传言影响分析,scenario_analysis,SUCCESS,44.0,47.8,,9.0,,60.0,52563.0,,orchestration not applicable
power_trade_standard_v1_007,隔壁省停电跨省交易影响,scenario_analysis,SUCCESS,43.8557,47.8,,9.0,,58.9898,71365.0,,orchestration not applicable
power_trade_standard_v1_008,夏季高温社交情绪风险,scenario_analysis,SUCCESS,44.0,47.8,,9.0,,60.0,35807.0,,orchestration not applicable
power_trade_standard_v1_009,买卖一价差大卖盘增加,strategy_advice,SUCCESS,37.2686,41.64,,9.0,,60.0,30877.0,,orchestration not applicable
power_trade_standard_v1_010,截标前地板价卖单涌现,strategy_advice,SUCCESS,43.4143,51.2,,9.0,,60.0,33074.0,,orchestration not applicable
power_trade_standard_v1_011,上午十点成交量达到八成,strategy_advice,SUCCESS,43.6971,51.64,,9.0,,60.0,33197.0,,orchestration not applicable
power_trade_standard_v1_012,晚高峰成交进度滞后,strategy_advice,SUCCESS,44.4429,52.8,,9.0,,60.0,33636.0,,orchestration not applicable
power_trade_standard_v1_013,大盘偏慢买方主动增强策略,strategy_advice,SUCCESS,41.2286,47.8,,9.0,,60.0,39087.0,,orchestration not applicable
power_trade_standard_v1_014,陕西日前现货申报策略,strategy_advice,SUCCESS,37.2686,41.64,,9.0,,60.0,44049.0,,orchestration not applicable
power_trade_standard_v1_015,上周现货出清电价,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,22298.0,,orchestration not applicable
power_trade_standard_v1_016,陕西昨日申报负荷曲线,data_query,SUCCESS,19.4484,16.32,,2.0,,60.0,24148.0,,orchestration not applicable
power_trade_standard_v1_017,陕西上周现货价差,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,38339.0,,orchestration not applicable
power_trade_standard_v1_018,今日全省开停机情况,data_query,SUCCESS,17.5032,12.96,,2.0,,60.0,36483.0,,orchestration not applicable
power_trade_standard_v1_019,后天气象情况,data_query,SUCCESS,22.5053,21.6,,2.0,,60.0,39805.0,,orchestration not applicable
power_trade_standard_v1_020,跨省绿电交易规则,business_answer,SUCCESS,34.8268,35.0,,9.0,,59.7009,63365.0,,orchestration not applicable
power_trade_standard_v1_021,年用电量500万kWh用户入市,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,46677.0,,orchestration not applicable
power_trade_standard_v1_022,前天现货复盘,business_answer,SUCCESS,34.8667,35.0,,9.0,,60.0,47231.0,,orchestration not applicable
power_trade_standard_v1_023,明天全省电源预测总出力,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,30262.0,,orchestration not applicable
power_trade_standard_v1_024,2025年绿电交易价格机制,business_answer,SUCCESS,47.92,52.8,,9.0,,60.0,38940.0,,orchestration not applicable
power_trade_standard_v1_025,跨省绿电安全校核流程,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,56720.0,,orchestration not applicable
power_trade_standard_v1_026,光储充消防标准,business_answer,SUCCESS,34.6044,35.0,,9.0,,58.0328,82131.0,,orchestration not applicable
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,46029.0,,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,22.5053,21.6,,2.0,,60.0,24529.0,,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,56885.0,,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,37502.0,,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,56840.0,,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,46.128,45.72,,9.0,,60.0,37001.0,,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,44.2533,47.8,,9.0,,60.0,41587.0,,orchestration not applicable
