caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_001,河南物流园区套餐定制,business_answer,SUCCESS,43.4604,41.4,,9.0,,89.2532,174982.0,4592.0,orchestration not applicable
power_trade_standard_v1_002,盘前电力交易简报,business_answer,SUCCESS,36.5068,31.8,,9.0,,89.9008,165496.0,4812.0,orchestration not applicable
power_trade_standard_v1_003,山东竞价空间数据,data_query,SUCCESS,31.9878,10.0,,40.33,,98.7063,74554.0,1996.0,orchestration not applicable
power_trade_standard_v1_004,新建发电企业注册办理,business_answer,SUCCESS,39.0459,41.4,,9.0,,56.1442,545918.0,4746.0,orchestration not applicable
power_trade_standard_v1_005,进口煤限制放开影响分析,scenario_analysis,SUCCESS,31.5045,23.16,,9.0,,95.7313,105413.0,4261.0,orchestration not applicable
power_trade_standard_v1_006,储能补贴传言影响分析,scenario_analysis,SUCCESS,43.3789,41.64,,9.0,,86.4522,205453.0,4696.0,orchestration not applicable
power_trade_standard_v1_007,隔壁省停电跨省交易影响,scenario_analysis,SUCCESS,40.2175,35.48,,9.0,,95.1228,110379.0,4449.0,orchestration not applicable
power_trade_standard_v1_008,夏季高温社交情绪风险,scenario_analysis,SUCCESS,48.355,46.26,,9.0,,98.1849,80420.0,3720.0,orchestration not applicable
power_trade_standard_v1_009,买卖一价差大卖盘增加,strategy_advice,SUCCESS,37.038,33.88,,9.0,,93.3062,129485.0,4582.0,orchestration not applicable
power_trade_standard_v1_010,截标前地板价卖单涌现,strategy_advice,SUCCESS,42.3669,41.64,,9.0,,95.6885,107964.0,4054.0,orchestration not applicable
power_trade_standard_v1_011,上午十点成交量达到八成,strategy_advice,SUCCESS,48.2155,50.48,,9.0,,96.8487,95452.0,3511.0,orchestration not applicable
power_trade_standard_v1_012,晚高峰成交进度滞后,strategy_advice,SUCCESS,48.0051,51.2,,9.0,,92.1359,148471.0,3493.0,orchestration not applicable
power_trade_standard_v1_013,大盘偏慢买方主动增强策略,strategy_advice,SUCCESS,39.1995,41.64,,9.0,,73.5164,349231.0,4871.0,orchestration not applicable
power_trade_standard_v1_014,陕西日前现货申报策略,strategy_advice,SUCCESS,28.7393,9.4,,40.33,,98.3799,78226.0,2346.0,orchestration not applicable
power_trade_standard_v1_015,上周现货出清电价,data_query,SUCCESS,30.1166,10.0,,40.33,,86.8549,207882.0,2093.0,orchestration not applicable
power_trade_standard_v1_016,陕西昨日申报负荷曲线,data_query,SUCCESS,27.7866,10.0,,40.33,,72.0988,373889.0,2027.0,orchestration not applicable
power_trade_standard_v1_017,陕西上周现货价差,data_query,SUCCESS,24.9101,10.0,,40.33,,53.8808,578841.0,2021.0,orchestration not applicable
power_trade_standard_v1_018,今日全省开停机情况,data_query,SUCCESS,32.1472,10.0,,40.33,,99.7159,63196.0,2308.0,orchestration not applicable
power_trade_standard_v1_019,后天气象情况,data_query,SUCCESS,32.1414,10.0,,40.33,,99.6788,63613.0,2322.0,orchestration not applicable
power_trade_standard_v1_020,跨省绿电交易规则,business_answer,SUCCESS,27.5412,14.2,,40.33,,88.1292,193547.0,2033.0,orchestration not applicable
power_trade_standard_v1_021,年用电量500万kWh用户入市,business_answer,SUCCESS,29.124,14.2,,40.33,,100.0,23707.0,2199.0,orchestration not applicable
power_trade_standard_v1_022,前天现货复盘,business_answer,SUCCESS,27.6617,14.2,,40.33,,89.0329,183380.0,2171.0,orchestration not applicable
power_trade_standard_v1_023,明天全省电源预测总出力,data_query,SUCCESS,23.2004,3.2,,33.33,,79.6526,288908.0,2200.0,orchestration not applicable
power_trade_standard_v1_024,2025年绿电交易价格机制,business_answer,SUCCESS,29.0829,14.2,,40.33,,99.6916,63469.0,2082.0,orchestration not applicable
power_trade_standard_v1_025,跨省绿电安全校核流程,business_answer,SUCCESS,35.5763,35.0,,9.0,,65.322,408527.0,8160.0,orchestration not applicable
power_trade_standard_v1_026,光储充消防标准,business_answer,SUCCESS,26.4791,14.2,,40.33,,80.163,283166.0,2538.0,orchestration not applicable
