caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_001,河南物流园区套餐定制,business_answer,SUCCESS,43.5247,41.4,,9.0,,89.7351,159510.0,5597.0,orchestration not applicable
power_trade_standard_v1_002,盘前电力交易简报,business_answer,SUCCESS,28.5394,14.2,,40.33,,95.6153,109328.0,2297.0,orchestration not applicable
power_trade_standard_v1_003,山东竞价空间数据,data_query,SUCCESS,28.974,10.0,,40.33,,79.6186,289291.0,1992.0,orchestration not applicable
power_trade_standard_v1_004,新建发电企业注册办理,business_answer,SUCCESS,39.0329,41.4,,9.0,,56.0466,549626.0,4485.0,orchestration not applicable
power_trade_standard_v1_005,进口煤限制放开影响分析,scenario_analysis,SUCCESS,27.0237,17.0,,9.0,,95.1656,114387.0,3987.0,orchestration not applicable
power_trade_standard_v1_006,储能补贴传言影响分析,scenario_analysis,SUCCESS,44.3839,41.64,,9.0,,93.4874,128677.0,4459.0,orchestration not applicable
power_trade_standard_v1_007,隔壁省停电跨省交易影响,scenario_analysis,SUCCESS,35.4439,35.48,,9.0,,61.7074,483842.0,4695.0,orchestration not applicable
power_trade_standard_v1_008,夏季高温社交情绪风险,scenario_analysis,SUCCESS,46.9417,47.8,,9.0,,80.5917,278343.0,3881.0,orchestration not applicable
power_trade_standard_v1_009,买卖一价差大卖盘增加,strategy_advice,SUCCESS,36.6985,38.44,,9.0,,70.4097,392891.0,3773.0,orchestration not applicable
power_trade_standard_v1_010,截标前地板价卖单涌现,strategy_advice,SUCCESS,39.7196,36.84,,9.0,,98.7571,73983.0,3786.0,orchestration not applicable
power_trade_standard_v1_011,上午十点成交量达到八成,strategy_advice,SUCCESS,38.5983,35.48,,9.0,,97.0278,93437.0,3771.0,orchestration not applicable
power_trade_standard_v1_012,晚高峰成交进度滞后,strategy_advice,SUCCESS,49.035,52.8,,9.0,,92.1453,148365.0,3812.0,orchestration not applicable
power_trade_standard_v1_013,大盘偏慢买方主动增强策略,strategy_advice,SUCCESS,41.0368,40.04,,9.0,,93.5779,123589.0,4866.0,orchestration not applicable
power_trade_standard_v1_014,陕西日前现货申报策略,strategy_advice,SUCCESS,31.5421,12.4,,43.33,,100.0,28264.0,2276.0,orchestration not applicable
power_trade_standard_v1_015,上周现货出清电价,data_query,SUCCESS,30.7499,10.0,,40.33,,90.8663,162754.0,2191.0,orchestration not applicable
power_trade_standard_v1_016,陕西昨日申报负荷曲线,data_query,SUCCESS,31.6656,10.0,,40.33,,96.6653,97515.0,2050.0,orchestration not applicable
power_trade_standard_v1_017,陕西上周现货价差,data_query,SUCCESS,32.1921,10.0,,40.33,,100.0,13185.0,2031.0,orchestration not applicable
power_trade_standard_v1_018,今日全省开停机情况,data_query,SUCCESS,30.1823,10.0,,40.33,,87.2715,203196.0,2157.0,orchestration not applicable
